Property,Unit_Number,Unit_Type,Square_Feet,Rent,Date
Racquet Club,101,600021f1,1047, $	-00 ,10/8/13
Racquet Club,102,600021f1,1047, $	950.00 ,10/8/13
Racquet Club,103,600021f1,1047, $	780.00 ,10/8/13
Racquet Club,104,600021f1,1047, $	865.00 ,10/8/13
Racquet Club,105,600021f1,1047, $	860.00 ,10/8/13
Racquet Club,106,600021f1,1047, $	810.00 ,10/8/13
Racquet Club,107,600021f1,1047, $	840.00 ,10/8/13
Racquet Club,108,600021f1,1047, $	835.00 ,10/8/13
Racquet Club,109,600021f1,1047, $	770.00 ,10/8/13
Racquet Club,110,600021f1,1047, $	765.00 ,10/8/13
Racquet Club,111,600021f1,1047, $	825.00 ,10/8/13
Racquet Club,112,600021f1,1047, $	765.00 ,10/8/13
Racquet Club,201,600011f1,700, $	620.00 ,10/8/13
Racquet Club,202,600011f1,700, $	630.00 ,10/8/13
Racquet Club,203,600011f1,700, $	700.00 ,10/8/13
Racquet Club,204,600011f1,700, $	680.00 ,10/8/13
Racquet Club,205,600011f1,700, $	675.00 ,10/8/13
Racquet Club,206,600011f1,700, $	655.00 ,10/8/13
Racquet Club,207,600011f1,700, $	680.00 ,10/8/13
Racquet Club,208,600011f1,700, $	630.00 ,10/8/13
Racquet Club,209,600011f1,700, $	650.00 ,10/8/13
Racquet Club,210,600011f1,700, $	740.00 ,10/8/13
Racquet Club,211,600011f1,700, $	625.00 ,10/8/13
Racquet Club,212,600011f1,700, $	705.00 ,10/8/13
Racquet Club,213,600011f1,700, $	615.00 ,10/8/13
Racquet Club,214,600011f1,700, $	695.00 ,10/8/13
Racquet Club,215,600011f1,700, $	745.00 ,10/8/13
Racquet Club,216,600011f1,700, $	635.00 ,10/8/13
Racquet Club,217,600011f1,700, $	665.00 ,10/8/13
Racquet Club,218,600011f1,700, $	715.00 ,10/8/13
Racquet Club,219,600011f1,700, $	880.00 ,10/8/13
Racquet Club,220,600011f1,700, $	720.00 ,10/8/13
Racquet Club,221,600011f1,700, $	650.00 ,10/8/13
Racquet Club,222,600011f1,700, $	700.00 ,10/8/13
Racquet Club,223,600011f1,700, $	625.00 ,10/8/13
Racquet Club,224,600011f1,700, $	625.00 ,10/8/13
Racquet Club,301,600022f1,1027, $	780.00 ,10/8/13
Racquet Club,302,600022f1,1027, $	855.00 ,10/8/13
Racquet Club,303,600022f1,1027, $	770.00 ,10/8/13
Racquet Club,304,600022f1,1027, $	765.00 ,10/8/13
Racquet Club,305,600022f1,1027," $	1,075.00 ",10/8/13
Racquet Club,306,600022f1,1027, $	740.00 ,10/8/13
Racquet Club,307,600022f1,1027, $	800.00 ,10/8/13
Racquet Club,308,600022f1,1027, $	822.00 ,10/8/13
Racquet Club,309,600022f1,1027, $	885.00 ,10/8/13
Racquet Club,310,600022f1,1027, $	775.00 ,10/8/13
Racquet Club,311,600022f1,1027, $	890.00 ,10/8/13
Racquet Club,312,600022f1,1027, $	880.00 ,10/8/13
Racquet Club,313,600022f1,1027, $	855.00 ,10/8/13
Racquet Club,314,600022f1,1027, $	785.00 ,10/8/13
Racquet Club,315,600022f1,1027, $	795.00 ,10/8/13
Racquet Club,316,600022f1,1027, $	835.00 ,10/8/13
Racquet Club,317,600022f1,1027, $	780.00 ,10/8/13
Racquet Club,318,600022f1,1027, $	845.00 ,10/8/13
Racquet Club,319,600022f1,1027, $	775.00 ,10/8/13
Racquet Club,320,600022f1,1027, $	830.00 ,10/8/13
Racquet Club,321,600022f1,1027, $	855.00 ,10/8/13
Racquet Club,322,600022f1,1027, $	870.00 ,10/8/13
Racquet Club,323,600022f1,1027," $	1,080.00 ",10/8/13
Racquet Club,324,600022f1,1027, $	875.00 ,10/8/13
Racquet Club,401,600011f1,700, $	745.00 ,10/8/13
Racquet Club,402,600011f1,700, $	650.00 ,10/8/13
Racquet Club,403,600011f1,700, $	621.00 ,10/8/13
Racquet Club,404,600011f1,700, $	655.00 ,10/8/13
Racquet Club,405,600011f1,700, $	685.00 ,10/8/13
Racquet Club,406,600011f1,700, $	670.00 ,10/8/13
Racquet Club,407,600011f1,700, $	705.00 ,10/8/13
Racquet Club,408,600011f1,700, $	685.00 ,10/8/13
Racquet Club,409,600011f1,700, $	705.00 ,10/8/13
Racquet Club,410,600011f1,700, $	715.00 ,10/8/13
Racquet Club,411,600011f1,700, $	-00 ,10/8/13
Racquet Club,412,600011f1,700, $	700.00 ,10/8/13
Racquet Club,413,600011f1,700, $	705.00 ,10/8/13
Racquet Club,414,600011f1,700, $	630.00 ,10/8/13
Racquet Club,415,600011f1,700, $	730.00 ,10/8/13
Racquet Club,416,600011f1,700, $	655.00 ,10/8/13
Racquet Club,417,600011f1,700, $	690.00 ,10/8/13
Racquet Club,418,600011f1,700, $	735.00 ,10/8/13
Racquet Club,419,600011f1,700, $	705.00 ,10/8/13
Racquet Club,420,600011f1,700, $	660.00 ,10/8/13
Racquet Club,421,600011f1,700, $	670.00 ,10/8/13
Racquet Club,422,600011f1,700, $	725.00 ,10/8/13
Racquet Club,423,600011f1,700, $	720.00 ,10/8/13
Racquet Club,424,600011f1,700, $	670.00 ,10/8/13
Racquet Club,501,600021f1,1047, $	825.00 ,10/8/13
Racquet Club,502,600021f1,1047, $	835.00 ,10/8/13
Racquet Club,503,600021f1,1047, $	855.00 ,10/8/13
Racquet Club,504,600021f1,1047, $	800.00 ,10/8/13
Racquet Club,505,600021f1,1047, $	795.00 ,10/8/13
Racquet Club,506,600021f1,1047, $	795.00 ,10/8/13
Racquet Club,507,600021f1,1047, $	815.00 ,10/8/13
Racquet Club,508,600021f1,1047, $	810.00 ,10/8/13
Racquet Club,509,600021f1,1047, $	810.00 ,10/8/13
Racquet Club,510,600021f1,1047, $	835.00 ,10/8/13
Racquet Club,511,600021f1,1047, $	765.00 ,10/8/13
Racquet Club,512,600021f1,1047, $	805.00 ,10/8/13
Racquet Club,601,600021f1,1047, $	835.00 ,10/8/13
Racquet Club,602,600021f1,1047, $	825.00 ,10/8/13
Racquet Club,603,600021f1,1047, $	-00 ,10/8/13
Racquet Club,604,600021f1,1047, $	740.00 ,10/8/13
Racquet Club,605,600021f1,1047, $	860.00 ,10/8/13
Racquet Club,606,600021f1,1047, $	795.00 ,10/8/13
Racquet Club,607,600021f1,1047, $	740.00 ,10/8/13
Racquet Club,608,600021f1,1047, $	750.00 ,10/8/13
Racquet Club,609,600021f1,1047, $	860.00 ,10/8/13
Racquet Club,610,600021f1,1047, $	805.00 ,10/8/13
Racquet Club,611,600021f1,1047, $	845.00 ,10/8/13
Racquet Club,612,600021f1,1047, $	780.00 ,10/8/13
Racquet Club,701,600001s1,500, $	675.00 ,10/8/13
Racquet Club,702,600001s1,500, $	635.00 ,10/8/13
Racquet Club,703,600001s1,500, $	550.00 ,10/8/13
Racquet Club,704,600001s1,500, $	540.00 ,10/8/13
Racquet Club,705,600001s1,500, $	585.00 ,10/8/13
Racquet Club,706,600001s1,500, $	700.00 ,10/8/13
Racquet Club,707,600001s1,500, $	550.00 ,10/8/13
Racquet Club,708,600001s1,500, $	560.00 ,10/8/13
Racquet Club,709,600001s1,500, $	580.00 ,10/8/13
Racquet Club,710,600001s1,500, $	595.00 ,10/8/13
Racquet Club,711,600001s1,500, $	675.00 ,10/8/13
Racquet Club,712,600001s1,500, $	690.00 ,10/8/13
Racquet Club,713,600001s1,500, $	795.00 ,10/8/13
Racquet Club,714,600001s1,500, $	620.00 ,10/8/13
Racquet Club,715,600001s1,500, $	540.00 ,10/8/13
Racquet Club,716,600001s1,500, $	-00 ,10/8/13
Racquet Club,717,600001s1,500, $	645.00 ,10/8/13
Racquet Club,718,600001s1,500, $	640.00 ,10/8/13
Racquet Club,719,600001s1,500, $	685.00 ,10/8/13
Racquet Club,720,600001s1,500, $	720.00 ,10/8/13
Racquet Club,721,600001s1,500, $	650.00 ,10/8/13
Racquet Club,722,600001s1,500, $	-00 ,10/8/13
Racquet Club,723,600001s1,500, $	585.00 ,10/8/13
Racquet Club,724,600001s1,500, $	550.00 ,10/8/13
Racquet Club,725,600001s1,500, $	635.00 ,10/8/13
Racquet Club,726,600001s1,500, $	810.00 ,10/8/13
Racquet Club,727,600001s1,500, $	590.00 ,10/8/13
Racquet Club,728,600001s1,500, $	565.00 ,10/8/13
Racquet Club,729,600001s1,500, $	630.00 ,10/8/13
Racquet Club,730,600001s1,500, $	670.00 ,10/8/13
Racquet Club,801,600011f1,700, $	710.00 ,10/8/13
Racquet Club,802,600011f1,700, $	715.00 ,10/8/13
Racquet Club,803,600011f1,700, $	620.00 ,10/8/13
Racquet Club,804,600011f1,700, $	670.00 ,10/8/13
Racquet Club,805,600011f1,700, $	725.00 ,10/8/13
Racquet Club,806,600011f1,700, $	685.00 ,10/8/13
Racquet Club,807,600011f1,700, $	680.00 ,10/8/13
Racquet Club,808,600011f1,700, $	795.00 ,10/8/13
Racquet Club,809,600011f1,700, $	885.00 ,10/8/13
Racquet Club,810,600011f1,700, $	725.00 ,10/8/13
Racquet Club,811,600011f1,700, $	720.00 ,10/8/13
Racquet Club,812,600011f1,700, $	690.00 ,10/8/13
Racquet Club,813,600011f1,700, $	820.00 ,10/8/13
Racquet Club,814,600011f1,700, $	710.00 ,10/8/13
Racquet Club,815,600011f1,700, $	630.00 ,10/8/13
Racquet Club,816,600011f1,700, $	685.00 ,10/8/13
Racquet Club,817,600011f1,700, $	745.00 ,10/8/13
Racquet Club,818,600011f1,700, $	780.00 ,10/8/13
Racquet Club,819,600011f1,700, $	685.00 ,10/8/13
Racquet Club,820,600011f1,700, $	-00 ,10/8/13
Racquet Club,821,600011f1,700, $	680.00 ,10/8/13
Racquet Club,822,600011f1,700, $	-00 ,10/8/13
Racquet Club,823,600011f1,700, $	680.00 ,10/8/13
Racquet Club,824,600011f1,700, $	695.00 ,10/8/13
Racquet Club,901,600011f1,700, $	925.00 ,10/8/13
Racquet Club,902,600011f1,700, $	750.00 ,10/8/13
Racquet Club,903,600011f1,700, $	640.00 ,10/8/13
Racquet Club,904,600011f1,700, $	715.00 ,10/8/13
Racquet Club,905,600011f1,700, $	685.00 ,10/8/13
Racquet Club,906,600011f1,700, $	640.00 ,10/8/13
Racquet Club,907,600011f1,700, $	840.00 ,10/8/13
Racquet Club,908,600011f1,700, $	655.00 ,10/8/13
Racquet Club,909,600011f1,700, $	740.00 ,10/8/13
Racquet Club,910,600011f1,700, $	860.00 ,10/8/13
Racquet Club,911,600011f1,700, $	680.00 ,10/8/13
Racquet Club,912,600011f1,700, $	725.00 ,10/8/13
Racquet Club,913,600011f1,700, $	615.00 ,10/8/13
Racquet Club,914,600011f1,700, $	700.00 ,10/8/13
Racquet Club,915,600011f1,700, $	625.00 ,10/8/13
Racquet Club,916,600011f1,700, $	645.00 ,10/8/13
Racquet Club,917,600011f1,700, $	805.00 ,10/8/13
Racquet Club,918,600011f1,700, $	661.50 ,10/8/13
Racquet Club,919,600011f1,700, $	680.00 ,10/8/13
Racquet Club,920,600011f1,700, $	705.00 ,10/8/13
Racquet Club,921,600011f1,700, $	675.00 ,10/8/13
Racquet Club,922,600011f1,700, $	665.00 ,10/8/13
Racquet Club,923,600011f1,700, $	685.00 ,10/8/13
Racquet Club,924,600011f1,700, $	630.00 ,10/8/13
Racquet Club,1001,600011f2,760, $	655.00 ,10/8/13
Racquet Club,1002,600011f2,760, $	725.00 ,10/8/13
Racquet Club,1003,600011f2,760, $	-00 ,10/8/13
Racquet Club,1004,600011f2,760, $	635.00 ,10/8/13
Racquet Club,1005,600011f2,760, $	690.00 ,10/8/13
Racquet Club,1006,600011f2,760, $	685.00 ,10/8/13
Racquet Club,1007,600011f2,760, $	650.00 ,10/8/13
Racquet Club,1008,600011f2,760, $	675.00 ,10/8/13
Racquet Club,1009,600011f2,760, $	695.00 ,10/8/13
Racquet Club,1010,600011f2,760, $	735.00 ,10/8/13
Racquet Club,1011,600011f2,760, $	860.00 ,10/8/13
Racquet Club,1012,600011f2,760, $	665.00 ,10/8/13
Racquet Club,1013,600011f2,760, $	750.00 ,10/8/13
Racquet Club,1014,600011f2,760, $	655.00 ,10/8/13
Racquet Club,1015,600011f2,760, $	720.00 ,10/8/13
Racquet Club,1016,600011f2,760, $	665.00 ,10/8/13
Racquet Club,1017,600011f2,760, $	665.00 ,10/8/13
Racquet Club,1018,600011f2,760, $	660.00 ,10/8/13
Racquet Club,1101,600011f1,700, $	705.00 ,10/8/13
Racquet Club,1102,600011f1,700, $	620.00 ,10/8/13
Racquet Club,1103,600011f1,700, $	665.00 ,10/8/13
Racquet Club,1104,600011f1,700, $	905.00 ,10/8/13
Racquet Club,1105,600011f1,700, $	685.00 ,10/8/13
Racquet Club,1106,600011f1,700, $	720.00 ,10/8/13
Racquet Club,1107,600011f1,700, $	710.00 ,10/8/13
Racquet Club,1108,600011f1,700, $	730.00 ,10/8/13
Racquet Club,1109,600011f1,700, $	680.00 ,10/8/13
Racquet Club,1110,600011f1,700, $	665.00 ,10/8/13
Racquet Club,1111,600011f1,700, $	720.00 ,10/8/13
Racquet Club,1112,600011f1,700, $	690.00 ,10/8/13
Racquet Club,1113,600011f1,700, $	725.00 ,10/8/13
Racquet Club,1114,600011f1,700, $	625.00 ,10/8/13
Racquet Club,1115,600011f1,700, $	-00 ,10/8/13
Racquet Club,1116,600011f1,700, $	810.00 ,10/8/13
Racquet Club,1117,600011f1,700, $	640.00 ,10/8/13
Racquet Club,1118,600011f1,700, $	695.00 ,10/8/13
Racquet Club,1119,600011f1,700, $	675.00 ,10/8/13
Racquet Club,1120,600011f1,700, $	655.00 ,10/8/13
Racquet Club,1121,600011f1,700, $	690.00 ,10/8/13
Racquet Club,1122,600011f1,700, $	630.00 ,10/8/13
Racquet Club,1123,600011f1,700, $	700.00 ,10/8/13
Racquet Club,1124,600011f1,700, $	660.00 ,10/8/13
Racquet Club,1201,600021f1,1047, $	775.00 ,10/8/13
Racquet Club,1202,600021f1,1047, $	775.00 ,10/8/13
Racquet Club,1203,600021f1,1047, $	765.00 ,10/8/13
Racquet Club,1204,600021f1,1047, $	765.00 ,10/8/13
Racquet Club,1205,600021f1,1047, $	815.00 ,10/8/13
Racquet Club,1206,600021f1,1047, $	815.00 ,10/8/13
Racquet Club,1207,600021f1,1047, $	777.00 ,10/8/13
Racquet Club,1208,600021f1,1047, $	820.00 ,10/8/13
Racquet Club,1209,600021f1,1047, $	800.00 ,10/8/13
Racquet Club,1210,600021f1,1047, $	850.00 ,10/8/13
Racquet Club,1211,600021f1,1047, $	820.00 ,10/8/13
Racquet Club,1212,600021f1,1047, $	810.00 ,10/8/13
Racquet Club,1301,600011f1,700, $	615.00 ,10/8/13
Racquet Club,1302,600011f1,700, $	645.00 ,10/8/13
Racquet Club,1303,600011f1,700, $	760.00 ,10/8/13
Racquet Club,1304,600011f1,700, $	655.00 ,10/8/13
Racquet Club,1305,600011f1,700, $	835.00 ,10/8/13
Racquet Club,1306,600011f1,700, $	-00 ,10/8/13
Racquet Club,1307,600011f1,700, $	670.00 ,10/8/13
Racquet Club,1308,600011f1,700, $	640.00 ,10/8/13
Racquet Club,1309,600011f1,700, $	760.00 ,10/8/13
Racquet Club,1310,600011f1,700, $	705.00 ,10/8/13
Racquet Club,1311,600011f1,700, $	650.00 ,10/8/13
Racquet Club,1312,600011f1,700, $	670.00 ,10/8/13
Racquet Club,1313,600011f1,700, $	710.00 ,10/8/13
Racquet Club,1314,600011f1,700, $	890.00 ,10/8/13
Racquet Club,1315,600011f1,700, $	-00 ,10/8/13
Racquet Club,1316,600011f1,700, $	690.00 ,10/8/13
Racquet Club,1317,600011f1,700, $	660.00 ,10/8/13
Racquet Club,1318,600011f1,700, $	740.00 ,10/8/13
Racquet Club,1319,600011f1,700, $	885.00 ,10/8/13
Racquet Club,1320,600011f1,700, $	735.00 ,10/8/13
Racquet Club,1321,600011f1,700, $	675.00 ,10/8/13
Racquet Club,1322,600011f1,700, $	-00 ,10/8/13
Racquet Club,1323,600011f1,700, $	845.00 ,10/8/13
Racquet Club,1324,600011f1,700, $	635.00 ,10/8/13
Racquet Club,1401,600021f1,1047, $	800.00 ,10/8/13
Racquet Club,1402,600021f1,1047," $	1,080.00 ",10/8/13
Racquet Club,1403,600021f1,1047, $	850.00 ,10/8/13
Racquet Club,1404,600021f1,1047, $	-00 ,10/8/13
Racquet Club,1405,600021f1,1047, $	750.00 ,10/8/13
Racquet Club,1406,600021f1,1047, $	775.00 ,10/8/13
Racquet Club,1407,600021f1,1047, $	865.00 ,10/8/13
Racquet Club,1408,600021f1,1047, $	795.00 ,10/8/13
Racquet Club,1409,600021f1,1047, $	920.00 ,10/8/13
Racquet Club,1410,600021f1,1047, $	800.00 ,10/8/13
Racquet Club,1411,600021f1,1047, $	795.00 ,10/8/13
Racquet Club,1412,600021f1,1047, $	785.00 ,10/8/13
Racquet Club,1501,600011f2,760, $	695.00 ,10/8/13
Racquet Club,1502,600011f2,760, $	735.00 ,10/8/13
Racquet Club,1503,600011f2,760, $	-00 ,10/8/13
Racquet Club,1504,600011f2,760, $	765.00 ,10/8/13
Racquet Club,1505,600011f2,760, $	645.00 ,10/8/13
Racquet Club,1506,600011f2,760, $	745.00 ,10/8/13
Racquet Club,1507,600011f2,760, $	655.00 ,10/8/13
Racquet Club,1508,600011f2,760, $	720.00 ,10/8/13
Racquet Club,1509,600011f2,760, $	700.00 ,10/8/13
Racquet Club,1510,600011f2,760, $	700.00 ,10/8/13
Racquet Club,1511,600011f2,760, $	670.00 ,10/8/13
Racquet Club,1512,600011f2,760, $	690.00 ,10/8/13
Racquet Club,1601,600022f1,1027, $	835.00 ,10/8/13
Racquet Club,1602,600022f1,1027, $	795.00 ,10/8/13
Racquet Club,1603,600022f1,1027, $	760.00 ,10/8/13
Racquet Club,1604,600022f1,1027, $	820.00 ,10/8/13
Racquet Club,1605,600022f1,1027, $	855.00 ,10/8/13
Racquet Club,1606,600022f1,1027, $	820.00 ,10/8/13
Racquet Club,1607,600022f1,1027, $	825.00 ,10/8/13
Racquet Club,1608,600022f1,1027, $	835.00 ,10/8/13
Racquet Club,1609,600022f1,1027, $	785.00 ,10/8/13
Racquet Club,1610,600022f1,1027, $	865.00 ,10/8/13
Racquet Club,1611,600022f1,1027, $	875.00 ,10/8/13
Racquet Club,1612,600022f1,1027, $	920.00 ,10/8/13
Racquet Club,1613,600022f1,1027, $	800.00 ,10/8/13
Racquet Club,1614,600022f1,1027, $	770.00 ,10/8/13
Racquet Club,1615,600022f1,1027, $	790.00 ,10/8/13
Racquet Club,1616,600022f1,1027, $	845.00 ,10/8/13
Racquet Club,1617,600022f1,1027, $	745.00 ,10/8/13
Racquet Club,1618,600022f1,1027, $	-00 ,10/8/13
Racquet Club,1619,600022f1,1027, $	785.00 ,10/8/13
Racquet Club,1620,600022f1,1027, $	805.00 ,10/8/13
Racquet Club,1621,600022f1,1027, $	875.00 ,10/8/13
Racquet Club,1622,600022f1,1027, $	770.00 ,10/8/13
Racquet Club,1623,600022f1,1027, $	815.00 ,10/8/13
Racquet Club,1624,600022f1,1027, $	750.00 ,10/8/13
Racquet Club,1701,600021f1,1047, $	805.00 ,10/8/13
Racquet Club,1702,600021f1,1047, $	755.00 ,10/8/13
Racquet Club,1703,600021f1,1047, $	850.00 ,10/8/13
Racquet Club,1704,600021f1,1047, $	740.00 ,10/8/13
Racquet Club,1705,600021f1,1047, $	860.00 ,10/8/13
Racquet Club,1706,600021f1,1047, $	830.00 ,10/8/13
Racquet Club,1707,600021f1,1047, $	785.00 ,10/8/13
Racquet Club,1708,600021f1,1047, $	830.00 ,10/8/13
Racquet Club,1709,600021f1,1047, $	855.00 ,10/8/13
Racquet Club,1710,600021f1,1047, $	675.00 ,10/8/13
Racquet Club,1711,600021f1,1047, $	855.00 ,10/8/13
Racquet Club,1712,600021f1,1047, $	760.00 ,10/8/13
Racquet Club,1801,600011f2,760, $	725.00 ,10/8/13
Racquet Club,1802,600011f2,760, $	675.00 ,10/8/13
Racquet Club,1803,600011f2,760, $	700.00 ,10/8/13
Racquet Club,1804,600011f2,760, $	700.00 ,10/8/13
Racquet Club,1805,600011f2,760, $	675.00 ,10/8/13
Racquet Club,1806,600011f2,760, $	770.00 ,10/8/13
Racquet Club,1807,600011f2,760, $	675.00 ,10/8/13
Racquet Club,1808,600011f2,760, $	655.00 ,10/8/13
Racquet Club,1809,600011f2,760, $	705.00 ,10/8/13
Racquet Club,1810,600011f2,760, $	765.00 ,10/8/13
Racquet Club,1811,600011f2,760, $	745.00 ,10/8/13
Racquet Club,1812,600011f2,760, $	735.00 ,10/8/13
Racquet Club,1901,600021f1,1047, $	745.00 ,10/8/13
Racquet Club,1902,600021f1,1047, $	775.00 ,10/8/13
Racquet Club,1903,600021f1,1047, $	840.00 ,10/8/13
Racquet Club,1904,600021f1,1047, $	790.00 ,10/8/13
Racquet Club,1905,600021f1,1047, $	895.00 ,10/8/13
Racquet Club,1906,600021f1,1047, $	860.00 ,10/8/13
Racquet Club,1907,600021f1,1047, $	760.00 ,10/8/13
Racquet Club,1908,600021f1,1047, $	880.00 ,10/8/13
Racquet Club,1909,600021f1,1047, $	785.00 ,10/8/13
Racquet Club,1910,600021f1,1047, $	798.00 ,10/8/13
Racquet Club,1911,600021f1,1047, $	960.00 ,10/8/13
Racquet Club,1912,600021f1,1047, $	870.00 ,10/8/13
Racquet Club,2001,600011f1,700, $	600.00 ,10/8/13
Racquet Club,2002,600011f1,700, $	680.00 ,10/8/13
Racquet Club,2003,600011f1,700, $	670.00 ,10/8/13
Racquet Club,2004,600011f1,700, $	645.00 ,10/8/13
Racquet Club,2005,600011f1,700, $	735.00 ,10/8/13
Racquet Club,2006,600011f1,700, $	-00 ,10/8/13
Racquet Club,2007,600011f1,700, $	780.00 ,10/8/13
Racquet Club,2008,600011f1,700, $	655.00 ,10/8/13
Racquet Club,2009,600011f1,700, $	690.00 ,10/8/13
Racquet Club,2010,600011f1,700, $	710.00 ,10/8/13
Racquet Club,2011,600011f1,700, $	735.00 ,10/8/13
Racquet Club,2012,600011f1,700, $	685.00 ,10/8/13
Racquet Club,2013,600011f1,700, $	655.00 ,10/8/13
Racquet Club,2014,600011f1,700, $	745.00 ,10/8/13
Racquet Club,2015,600011f1,700, $	625.00 ,10/8/13
Racquet Club,2016,600011f1,700, $	950.00 ,10/8/13
Racquet Club,2017,600011f1,700, $	670.00 ,10/8/13
Racquet Club,2018,600011f1,700, $	650.00 ,10/8/13
Racquet Club,2019,600011f1,700, $	730.00 ,10/8/13
Racquet Club,2020,600011f1,700, $	760.00 ,10/8/13
Racquet Club,2021,600011f1,700, $	630.00 ,10/8/13
Racquet Club,2022,600011f1,700, $	635.00 ,10/8/13
Racquet Club,2023,600011f1,700, $	725.00 ,10/8/13
Racquet Club,2024,600011f1,700, $	740.00 ,10/8/13
Racquet Club,2101,600021f1,1047, $	830.00 ,10/8/13
Racquet Club,2102,600021f1,1047, $	757.00 ,10/8/13
Racquet Club,2103,600021f1,1047, $	845.00 ,10/8/13
Racquet Club,2104,600021f1,1047, $	790.00 ,10/8/13
Racquet Club,2105,600021f1,1047, $	830.00 ,10/8/13
Racquet Club,2106,600021f1,1047, $	865.00 ,10/8/13
Racquet Club,2107,600021f1,1047, $	800.00 ,10/8/13
Racquet Club,2108,600021f1,1047, $	-00 ,10/8/13
Racquet Club,2109,600021f1,1047, $	820.00 ,10/8/13
Racquet Club,2110,600021f1,1047, $	855.00 ,10/8/13
Racquet Club,2111,600021f1,1047, $	800.00 ,10/8/13
Racquet Club,2112,600021f1,1047, $	850.00 ,10/8/13
Racquet Club,2201,600022f1,1027, $	770.00 ,10/8/13
Racquet Club,2202,600022f1,1027, $	770.00 ,10/8/13
Racquet Club,2203,600022f1,1027, $	735.00 ,10/8/13
