Property,Unit_Number,Unit_Type,Square_Feet,Rent,Date
District at the Summit,610,761,761, $	607.00 ,11/11/13
District at the Summit,3010,761,761, $	702.00 ,11/11/13
District at the Summit,2038,1084,1084, $	786.00 ,11/11/13
District at the Summit,1930,1084,1084, $	981.00 ,11/11/13
District at the Summit,1622,1084,1084, $	677.00 ,11/11/13
District at the Summit,1730,1084,1084, $	745.00 ,11/11/13
District at the Summit,2734,1292,1292, $	900.00 ,11/11/13
District at the Summit,2712,1292,1292, $	919.00 ,11/11/13
District at the Summit,1308,1084,1084, $	737.00 ,11/11/13
District at the Summit,2316,1084,1084, $	720.00 ,11/11/13
District at the Summit,2240,761,761, $	704.00 ,11/11/13
District at the Summit,2310,761,761, $	992.00 ,11/11/13
District at the Summit,308,1084,1084, $	923.00 ,11/11/13
District at the Summit,608,1084,1084, $	888.00 ,11/11/13
District at the Summit,628,761,761, $	810.00 ,11/11/13
District at the Summit,1722,761,761, $	861.00 ,11/11/13
District at the Summit,906,1084,1084, $	837.00 ,11/11/13
District at the Summit,2636,1084,1084, $	770.00 ,11/11/13
District at the Summit,306,761,761, $	789.00 ,11/11/13
District at the Summit,1310,761,761, $	981.00 ,11/11/13
District at the Summit,2520,1084,1084, $	905.00 ,11/11/13
District at the Summit,2140,761,761, $	920.00 ,11/11/13
District at the Summit,1202,761,761, $	889.00 ,11/11/13
District at the Summit,540,761,761, $	861.00 ,11/11/13
District at the Summit,1626,1084,1084, $	773.00 ,11/11/13
District at the Summit,2530,1084,1084, $	988.00 ,11/11/13
District at the Summit,2930,1084,1084, $	920.00 ,11/11/13
District at the Summit,2238,1084,1084, $	837.00 ,11/11/13
District at the Summit,706,1084,1084, $	887.00 ,11/11/13
District at the Summit,2628,1084,1084," $	1,004.00 ",11/11/13
District at the Summit,1106,1084,1084, $	849.00 ,11/11/13
District at the Summit,1514,761,761, $	828.00 ,11/11/13
District at the Summit,1424,761,761, $	917.00 ,11/11/13
District at the Summit,1840,761,761, $	805.00 ,11/11/13
District at the Summit,426,1084,1084, $	825.00 ,11/11/13
District at the Summit,2206,761,761, $	871.00 ,11/11/13
District at the Summit,1536,761,761, $	722.00 ,11/11/13
District at the Summit,1024,1084,1084, $	672.00 ,11/11/13
District at the Summit,2632,1084,1084, $	699.00 ,11/11/13
District at the Summit,2112,1084,1084, $	918.00 ,11/11/13
District at the Summit,216,1084,1084, $	725.00 ,11/11/13
District at the Summit,1700,1084,1084, $	888.00 ,11/11/13
District at the Summit,2928,761,761, $	725.00 ,11/11/13
District at the Summit,2500,1084,1084, $	958.00 ,11/11/13
District at the Summit,1532,761,761, $	754.00 ,11/11/13
District at the Summit,334,1084,1084, $	831.00 ,11/11/13
District at the Summit,2024,761,761, $	798.00 ,11/11/13
District at the Summit,2908,1084,1084, $	693.00 ,11/11/13
District at the Summit,1134,1292,1292," $	1,013.00 ",11/11/13
District at the Summit,2612,1292,1292, $	856.00 ,11/11/13
District at the Summit,816,1084,1084, $	904.00 ,11/11/13
District at the Summit,2812,1084,1084, $	897.00 ,11/11/13
District at the Summit,2808,1084,1084, $	989.00 ,11/11/13
District at the Summit,1704,1084,1084, $	715.00 ,11/11/13
District at the Summit,2508,1084,1084, $	968.00 ,11/11/13
District at the Summit,434,1084,1084, $	745.00 ,11/11/13
District at the Summit,2916,1084,1084, $	803.00 ,11/11/13
District at the Summit,1906,761,761, $	966.00 ,11/11/13
District at the Summit,410,761,761, $	804.00 ,11/11/13
District at the Summit,1810,761,761, $	741.00 ,11/11/13
District at the Summit,1606,761,761, $	749.00 ,11/11/13
District at the Summit,1128,1084,1084, $	785.00 ,11/11/13
District at the Summit,1036,1084,1084, $	734.00 ,11/11/13
District at the Summit,2242,1084,1084, $	731.00 ,11/11/13
District at the Summit,418,761,761, $	729.55 ,11/11/13
District at the Summit,730,1292,1292, $	834.00 ,11/11/13
District at the Summit,3040,761,761, $	726.67 ,11/11/13
District at the Summit,2638,1292,1292, $	843.99 ,11/11/13
District at the Summit,2610,1084,1084, $	823.00 ,11/11/13
District at the Summit,2228,761,761, $	754.00 ,11/11/13
District at the Summit,1034,1292,1292, $	774.00 ,11/11/13
District at the Summit,3044,761,761, $	847.00 ,11/11/13
District at the Summit,2420,1084,1084, $	921.00 ,11/11/13
District at the Summit,1710,761,761, $	642.00 ,11/11/13
District at the Summit,1526,1084,1084, $	815.00 ,11/11/13
District at the Summit,724,1084,1084, $	845.00 ,11/11/13
District at the Summit,322,1084,1084, $	833.00 ,11/11/13
District at the Summit,1104,1292,1292, $	788.00 ,11/11/13
District at the Summit,638,1084,1084, $	696.00 ,11/11/13
District at the Summit,630,1084,1084, $	967.00 ,11/11/13
District at the Summit,300,1084,1084, $	945.00 ,11/11/13
District at the Summit,1002,1084,1084," $	1,004.00 ",11/11/13
District at the Summit,1420,1084,1084, $	856.00 ,11/11/13
District at the Summit,514,761,761, $	690.00 ,11/11/13
District at the Summit,1014,1084,1084, $	836.00 ,11/11/13
District at the Summit,2528,761,761, $	733.00 ,11/11/13
District at the Summit,2404,1084,1084, $	823.00 ,11/11/13
District at the Summit,830,1084,1084, $	733.00 ,11/11/13
District at the Summit,1632,761,761, $	714.00 ,11/11/13
District at the Summit,1836,761,761, $	789.00 ,11/11/13
District at the Summit,1912,1084,1084, $	769.00 ,11/11/13
District at the Summit,2410,761,761, $	766.00 ,11/11/13
District at the Summit,902,1084,1084, $	705.00 ,11/11/13
District at the Summit,234,1084,1084, $	813.00 ,11/11/13
District at the Summit,834,1084,1084, $	798.00 ,11/11/13
District at the Summit,2730,1292,1292, $	885.00 ,11/11/13
District at the Summit,2236,761,761, $	992.00 ,11/11/13
District at the Summit,1004,1292,1292, $	668.00 ,11/11/13
District at the Summit,1430,1084,1084, $	706.00 ,11/11/13
District at the Summit,2826,1084,1084, $	690.00 ,11/11/13
District at the Summit,534,1084,1084, $	806.00 ,11/11/13
District at the Summit,2218,761,761, $	810.00 ,11/11/13
District at the Summit,802,761,761, $	641.00 ,11/11/13
District at the Summit,1538,1084,1084, $	706.00 ,11/11/13
District at the Summit,1044,1084,1084, $	847.00 ,11/11/13
District at the Summit,2926,1084,1084, $	987.00 ,11/11/13
District at the Summit,2932,761,761, $	654.00 ,11/11/13
District at the Summit,318,761,761, $	793.00 ,11/11/13
District at the Summit,2120,1084,1084, $	789.00 ,11/11/13
District at the Summit,1712,1084,1084, $	771.00 ,11/11/13
District at the Summit,616,1084,1084, $	631.00 ,11/11/13
District at the Summit,1008,1292,1292, $	793.00 ,11/11/13
District at the Summit,618,761,761, $	639.00 ,11/11/13
District at the Summit,814,761,761, $	793.00 ,11/11/13
District at the Summit,1618,761,761, $	796.00 ,11/11/13
District at the Summit,1320,1084,1084, $	756.00 ,11/11/13
District at the Summit,2904,1084,1084, $	653.00 ,11/11/13
District at the Summit,2542,1084,1084, $	669.00 ,11/11/13
District at the Summit,1726,1084,1084, $	714.00 ,11/11/13
District at the Summit,2026,1084,1084, $	721.00 ,11/11/13
District at the Summit,2110,761,761," $	1,005.00 ",11/11/13
District at the Summit,838,1084,1084, $	674.00 ,11/11/13
District at the Summit,220,761,761, $	853.00 ,11/11/13
District at the Summit,2028,761,761, $	607.00 ,11/11/13
District at the Summit,402,761,761, $	758.00 ,11/11/13
District at the Summit,504,1084,1084, $	735.00 ,11/11/13
District at the Summit,2502,761,761, $	816.00 ,11/11/13
District at the Summit,424,761,761, $	780.00 ,11/11/13
District at the Summit,1500,1084,1084, $	757.00 ,11/11/13
District at the Summit,1406,761,761, $	836.00 ,11/11/13
District at the Summit,2104,1084,1084, $	727.00 ,11/11/13
District at the Summit,1520,761,761, $	620.00 ,11/11/13
District at the Summit,2330,1084,1084, $	704.00 ,11/11/13
District at the Summit,2314,761,761, $	780.00 ,11/11/13
District at the Summit,3012,1084,1084, $	823.00 ,11/11/13
District at the Summit,922,1084,1084, $	830.00 ,11/11/13
District at the Summit,2936,761,761," $	1,110.00 ",11/11/13
District at the Summit,2814,761,761, $	952.00 ,11/11/13
District at the Summit,1428,761,761, $	931.00 ,11/11/13
District at the Summit,1812,1084,1084, $	823.00 ,11/11/13
District at the Summit,1732,761,761, $	816.00 ,11/11/13
District at the Summit,202,761,761, $	667.00 ,11/11/13
District at the Summit,1338,1084,1084, $	757.00 ,11/11/13
District at the Summit,2512,1084,1084, $	771.00 ,11/11/13
District at the Summit,324,761,761, $	735.00 ,11/11/13
District at the Summit,2608,1292,1292, $	757.00 ,11/11/13
District at the Summit,440,761,761, $	747.00 ,11/11/13
District at the Summit,422,761,761, $	894.00 ,11/11/13
District at the Summit,836,761,761, $	625.00 ,11/11/13
District at the Summit,2320,1084,1084, $	713.00 ,11/11/13
District at the Summit,812,1084,1084, $	671.00 ,11/11/13
District at the Summit,2706,1084,1084, $	670.00 ,11/11/13
District at the Summit,914,1084,1084, $	674.00 ,11/11/13
District at the Summit,3000,1084,1084, $	802.00 ,11/11/13
District at the Summit,1612,1084,1084, $	703.00 ,11/11/13
District at the Summit,1602,761,761, $	858.00 ,11/11/13
District at the Summit,1706,761,761," $	1,008.00 ",11/11/13
District at the Summit,1826,1084,1084, $	742.00 ,11/11/13
District at the Summit,1042,1292,1292, $	859.00 ,11/11/13
District at the Summit,1324,761,761, $	784.00 ,11/11/13
District at the Summit,238,1084,1084, $	875.00 ,11/11/13
District at the Summit,1804,1084,1084, $	964.00 ,11/11/13
District at the Summit,722,1292,1292, $	696.00 ,11/11/13
District at the Summit,1512,1084,1084, $	645.00 ,11/11/13
District at the Summit,526,1084,1084, $	867.00 ,11/11/13
District at the Summit,1846,1084,1084, $	654.00 ,11/11/13
District at the Summit,2328,761,761, $	825.00 ,11/11/13
District at the Summit,328,761,761, $	863.00 ,11/11/13
District at the Summit,2830,1084,1084," $	1,056.00 ",11/11/13
District at the Summit,332,761,761, $	786.00 ,11/11/13
District at the Summit,1402,761,761, $	763.00 ,11/11/13
District at the Summit,222,1084,1084," $	1,161.00 ",11/11/13
District at the Summit,316,1084,1084, $	747.00 ,11/11/13
District at the Summit,1524,761,761, $	750.00 ,11/11/13
District at the Summit,904,1292,1292, $	726.00 ,11/11/13
District at the Summit,2912,1084,1084, $	822.00 ,11/11/13
District at the Summit,1910,761,761, $	662.00 ,11/11/13
District at the Summit,1714,761,761, $	842.00 ,11/11/13
District at the Summit,326,1084,1084, $	730.00 ,11/11/13
District at the Summit,1808,1084,1084, $	654.00 ,11/11/13
District at the Summit,2532,761,761, $	951.00 ,11/11/13
District at the Summit,1528,761,761, $	643.00 ,11/11/13
District at the Summit,824,761,761, $	728.00 ,11/11/13
District at the Summit,1318,761,761, $	704.00 ,11/11/13
District at the Summit,1414,761,761, $	848.00 ,11/11/13
District at the Summit,1824,761,761, $	772.00 ,11/11/13
District at the Summit,1920,761,761, $	612.00 ,11/11/13
District at the Summit,2224,761,761, $	660.00 ,11/11/13
District at the Summit,1312,1084,1084, $	713.00 ,11/11/13
District at the Summit,1416,1084,1084, $	848.00 ,11/11/13
District at the Summit,1446,1084,1084, $	844.00 ,11/11/13
District at the Summit,1522,1084,1084, $	852.00 ,11/11/13
District at the Summit,2004,1084,1084, $	618.00 ,11/11/13
District at the Summit,2012,1084,1084, $	788.00 ,11/11/13
District at the Summit,2030,1084,1084," $	1,120.00 ",11/11/13
District at the Summit,2130,1084,1084, $	923.00 ,11/11/13
District at the Summit,2142,1084,1084, $	719.00 ,11/11/13
District at the Summit,2300,1084,1084, $	790.00 ,11/11/13
District at the Summit,2606,1084,1084, $	690.00 ,11/11/13
District at the Summit,912,1292,1292, $	662.00 ,11/11/13
District at the Summit,1012,1292,1292, $	899.00 ,11/11/13
District at the Summit,1046,1292,1292, $	977.00 ,11/11/13
District at the Summit,304,1084,1084, $	816.00 ,11/11/13
District at the Summit,1842,1084,1084, $	862.00 ,11/11/13
District at the Summit,3022,761,761, $	680.00 ,11/11/13
District at the Summit,3006,761,761, $	742.00 ,11/11/13
District at the Summit,600,1084,1084, $	820.00 ,11/11/13
District at the Summit,2214,761,761," $	1,113.00 ",11/11/13
District at the Summit,602,761,761, $	876.00 ,11/11/13
District at the Summit,620,761,761, $	725.00 ,11/11/13
District at the Summit,1330,1084,1084, $	727.00 ,11/11/13
District at the Summit,2946,1084,1084, $	868.00 ,11/11/13
District at the Summit,1830,1084,1084, $	864.00 ,11/11/13
District at the Summit,2446,1084,1084, $	872.00 ,11/11/13
District at the Summit,606,761,761," $	1,040.00 ",11/11/13
District at the Summit,2032,761,761, $	755.00 ,11/11/13
District at the Summit,2736,1084,1084, $	938.00 ,11/11/13
District at the Summit,3038,1084,1084, $	790.00 ,11/11/13
District at the Summit,3026,1084,1084, $	904.00 ,11/11/13
District at the Summit,1816,1084,1084, $	746.00 ,11/11/13
District at the Summit,1702,761,761, $	926.00 ,11/11/13
District at the Summit,822,1084,1084, $	774.00 ,11/11/13
District at the Summit,230,1084,1084, $	719.00 ,11/11/13
District at the Summit,320,761,761, $	786.00 ,11/11/13
District at the Summit,2230,1084,1084, $	837.00 ,11/11/13
District at the Summit,1718,761,761, $	820.00 ,11/11/13
District at the Summit,312,1084,1084, $	774.00 ,11/11/13
District at the Summit,624,761,761, $	719.00 ,11/11/13
District at the Summit,2622,1292,1292, $	701.00 ,11/11/13
District at the Summit,1404,1084,1084, $	838.00 ,11/11/13
District at the Summit,2544,761,761," $	1,099.00 ",11/11/13
District at the Summit,2720,1292,1292, $	755.00 ,11/11/13
District at the Summit,542,1084,1084, $	864.00 ,11/11/13
District at the Summit,632,761,761, $	778.00 ,11/11/13
District at the Summit,2138,1084,1084, $	760.00 ,11/11/13
District at the Summit,2710,1084,1084, $	882.00 ,11/11/13
District at the Summit,2718,1084,1084, $	775.00 ,11/11/13
District at the Summit,2022,1084,1084, $	805.00 ,11/11/13
District at the Summit,2336,761,761, $	654.00 ,11/11/13
District at the Summit,1800,1084,1084, $	730.00 ,11/11/13
District at the Summit,2438,1084,1084, $	720.00 ,11/11/13
District at the Summit,1020,1292,1292, $	760.00 ,11/11/13
District at the Summit,910,1084,1084, $	848.00 ,11/11/13
District at the Summit,2900,1084,1084," $	1,217.00 ",11/11/13
District at the Summit,832,761,761, $	670.00 ,11/11/13
District at the Summit,1426,1084,1084, $	862.00 ,11/11/13
District at the Summit,2424,761,761, $	733.00 ,11/11/13
District at the Summit,210,761,761," $	1,011.00 ",11/11/13
District at the Summit,208,1084,1084, $	747.00 ,11/11/13
District at the Summit,1410,761,761, $	949.00 ,11/11/13
District at the Summit,406,761,761, $	738.00 ,11/11/13
District at the Summit,1610,761,761," $	1,109.00 ",11/11/13
District at the Summit,2306,761,761, $	838.00 ,11/11/13
District at the Summit,444,761,761, $	758.00 ,11/11/13
District at the Summit,2822,1084,1084, $	883.00 ,11/11/13
District at the Summit,330,1084,1084, $	680.00 ,11/11/13
District at the Summit,2018,761,761," $	1,219.00 ",11/11/13
District at the Summit,2704,1292,1292, $	938.00 ,11/11/13
District at the Summit,718,1084,1084, $	913.00 ,11/11/13
District at the Summit,916,1292,1292, $	852.00 ,11/11/13
District at the Summit,3034,1084,1084, $	800.00 ,11/11/13
District at the Summit,336,761,761," $	1,289.00 ",11/11/13
District at the Summit,1130,1292,1292, $	889.00 ,11/11/13
District at the Summit,2914,761,761, $	904.00 ,11/11/13
District at the Summit,2010,761,761, $	760.00 ,11/11/13
District at the Summit,1734,1084,1084, $	782.00 ,11/11/13
District at the Summit,3016,1084,1084, $	933.00 ,11/11/13
District at the Summit,1432,761,761, $	776.00 ,11/11/13
District at the Summit,2444,761,761, $	-00 ,11/11/13
District at the Summit,938,1292,1292, $	719.00 ,11/11/13
District at the Summit,924,1084,1084, $	661.00 ,11/11/13
District at the Summit,2324,761,761, $	901.00 ,11/11/13
District at the Summit,1226,1084,1084, $	922.00 ,11/11/13
District at the Summit,1314,761,761, $	606.00 ,11/11/13
District at the Summit,2728,1084,1084, $	620.00 ,11/11/13
District at the Summit,2906,761,761, $	871.00 ,11/11/13
District at the Summit,1506,761,761, $	763.00 ,11/11/13
District at the Summit,546,1084,1084, $	943.00 ,11/11/13
District at the Summit,2620,1084,1084, $	763.00 ,11/11/13
District at the Summit,2208,1084,1084, $	750.00 ,11/11/13
District at the Summit,1336,761,761, $	965.00 ,11/11/13
District at the Summit,2942,1084,1084, $	727.00 ,11/11/13
District at the Summit,1234,1084,1084," $	1,182.00 ",11/11/13
District at the Summit,732,1084,1084, $	980.00 ,11/11/13
District at the Summit,2212,1084,1084, $	742.00 ,11/11/13
District at the Summit,2406,761,761," $	1,098.00 ",11/11/13
District at the Summit,2220,1084,1084, $	936.00 ,11/11/13
District at the Summit,1628,761,761, $	810.00 ,11/11/13
District at the Summit,204,1084,1084, $	814.00 ,11/11/13
District at the Summit,738,1292,1292, $	828.00 ,11/11/13
District at the Summit,1740,761,761, $	733.00 ,11/11/13
District at the Summit,1110,1084,1084," $	1,211.00 ",11/11/13
District at the Summit,500,1084,1084," $	1,216.00 ",11/11/13
District at the Summit,510,761,761, $	714.00 ,11/11/13
District at the Summit,1400,1084,1084, $	810.00 ,11/11/13
District at the Summit,1212,1084,1084, $	771.00 ,11/11/13
District at the Summit,436,761,761, $	747.00 ,11/11/13
District at the Summit,604,1084,1084, $	745.00 ,11/11/13
District at the Summit,538,1084,1084, $	657.00 ,11/11/13
District at the Summit,1902,761,761," $	1,014.00 ",11/11/13
District at the Summit,1530,1084,1084, $	874.00 ,11/11/13
District at the Summit,2742,1292,1292, $	720.00 ,11/11/13
District at the Summit,2418,761,761," $	1,114.00 ",11/11/13
District at the Summit,2430,1084,1084, $	718.00 ,11/11/13
District at the Summit,2402,761,761, $	860.00 ,11/11/13
District at the Summit,2006,761,761, $	957.00 ,11/11/13
District at the Summit,3018,761,761, $	738.00 ,11/11/13
District at the Summit,804,1084,1084, $	887.00 ,11/11/13
District at the Summit,1434,1084,1084, $	750.00 ,11/11/13
District at the Summit,2816,761,761, $	741.00 ,11/11/13
District at the Summit,2108,1084,1084," $	1,001.00 ",11/11/13
District at the Summit,2702,1084,1084, $	801.00 ,11/11/13
District at the Summit,2724,1084,1084, $	996.00 ,11/11/13
District at the Summit,716,1292,1292, $	913.00 ,11/11/13
District at the Summit,1118,1084,1084, $	684.00 ,11/11/13
District at the Summit,1122,1292,1292, $	942.00 ,11/11/13
District at the Summit,1844,761,761, $	688.00 ,11/11/13
District at the Summit,1408,1084,1084," $	1,177.00 ",11/11/13
District at the Summit,2232,761,761, $	954.00 ,11/11/13
District at the Summit,710,1084,1084, $	999.00 ,11/11/13
District at the Summit,808,1084,1084, $	720.00 ,11/11/13
District at the Summit,314,761,761," $	1,005.00 ",11/11/13
District at the Summit,1322,761,761, $	745.00 ,11/11/13
District at the Summit,404,1084,1084, $	789.00 ,11/11/13
District at the Summit,1102,1084,1084, $	738.00 ,11/11/13
District at the Summit,532,761,761, $	970.00 ,11/11/13
District at the Summit,932,1084,1084, $	758.00 ,11/11/13
District at the Summit,636,761,761, $	890.00 ,11/11/13
District at the Summit,2902,761,761, $	749.00 ,11/11/13
District at the Summit,1114,1084,1084, $	768.00 ,11/11/13
District at the Summit,506,761,761, $	734.00 ,11/11/13
District at the Summit,1436,761,761, $	937.00 ,11/11/13
District at the Summit,1442,1084,1084, $	783.00 ,11/11/13
District at the Summit,1342,1084,1084, $	805.00 ,11/11/13
District at the Summit,2312,1084,1084, $	823.00 ,11/11/13
District at the Summit,1620,761,761, $	826.00 ,11/11/13
District at the Summit,2624,1084,1084, $	803.00 ,11/11/13
District at the Summit,2226,1084,1084, $	771.00 ,11/11/13
District at the Summit,700,1292,1292, $	744.00 ,11/11/13
